[*] Mapping R-DAC patterns in SP-808TS25E.ima...
[*] Block Size: 4096 bytes
LBA        | Offset       | Entropy  | Type
178568     | 0x5731000    | 7.62     | DATA (R-DAC?)
178576     | 0x5732000    | 7.55     | DATA (R-DAC?)
178584     | 0x5733000    | 7.48     | DATA (R-DAC?)
178592     | 0x5734000    | 7.40     | DATA (R-DAC?)
178600     | 0x5735000    | 7.58     | DATA (R-DAC?)
178608     | 0x5736000    | 7.61     | DATA (R-DAC?)
178616     | 0x5737000    | 7.61     | DATA (R-DAC?)
178624     | 0x5738000    | 7.44     | DATA (R-DAC?)
178632     | 0x5739000    | 7.49     | DATA (R-DAC?)
178640     | 0x573a000    | 7.66     | DATA (R-DAC?)
178648     | 0x573b000    | 7.60     | DATA (R-DAC?)
178656     | 0x573c000    | 7.58     | DATA (R-DAC?)
178664     | 0x573d000    | 7.48     | DATA (R-DAC?)
178672     | 0x573e000    | 7.51     | DATA (R-DAC?)
178680     | 0x573f000    | 7.57     | DATA (R-DAC?)
178688     | 0x5740000    | 7.55     | DATA (R-DAC?)
178696     | 0x5741000    | 7.68     | DATA (R-DAC?)
178704     | 0x5742000    | 7.73     | DATA (R-DAC?)
178712     | 0x5743000    | 7.75     | DATA (R-DAC?)
178720     | 0x5744000    | 7.79     | DATA (R-DAC?)
178728     | 0x5745000    | 7.75     | DATA (R-DAC?)
178736     | 0x5746000    | 7.80     | DATA (R-DAC?)
178744     | 0x5747000    | 7.78     | DATA (R-DAC?)
178752     | 0x5748000    | 7.78     | DATA (R-DAC?)
178760     | 0x5749000    | 7.75     | DATA (R-DAC?)
178768     | 0x574a000    | 7.74     | DATA (R-DAC?)
178776     | 0x574b000    | 7.75     | DATA (R-DAC?)
178784     | 0x574c000    | 7.73     | DATA (R-DAC?)
178792     | 0x574d000    | 7.75     | DATA (R-DAC?)
178800     | 0x574e000    | 7.74     | DATA (R-DAC?)
178808     | 0x574f000    | 7.73     | DATA (R-DAC?)
178816     | 0x5750000    | 7.77     | DATA (R-DAC?)
178824     | 0x5751000    | 7.77     | DATA (R-DAC?)
178832     | 0x5752000    | 7.76     | DATA (R-DAC?)
178840     | 0x5753000    | 7.74     | DATA (R-DAC?)
178848     | 0x5754000    | 7.75     | DATA (R-DAC?)
178856     | 0x5755000    | 7.74     | DATA (R-DAC?)
178864     | 0x5756000    | 7.72     | DATA (R-DAC?)
178872     | 0x5757000    | 7.74     | DATA (R-DAC?)
178880     | 0x5758000    | 7.74     | DATA (R-DAC?)
178888     | 0x5759000    | 7.72     | DATA (R-DAC?)
178896     | 0x575a000    | 7.70     | DATA (R-DAC?)
178904     | 0x575b000    | 7.73     | DATA (R-DAC?)
178912     | 0x575c000    | 7.73     | DATA (R-DAC?)
178920     | 0x575d000    | 7.78     | DATA (R-DAC?)
178928     | 0x575e000    | 7.75     | DATA (R-DAC?)
178936     | 0x575f000    | 7.74     | DATA (R-DAC?)
178944     | 0x5760000    | 7.74     | DATA (R-DAC?)
178952     | 0x5761000    | 7.66     | DATA (R-DAC?)
178960     | 0x5762000    | 7.65     | DATA (R-DAC?)
178968     | 0x5763000    | 7.57     | DATA (R-DAC?)
178976     | 0x5764000    | 7.47     | DATA (R-DAC?)
178984     | 0x5765000    | 7.53     | DATA (R-DAC?)
178992     | 0x5766000    | 7.53     | DATA (R-DAC?)
179000     | 0x5767000    | 7.64     | DATA (R-DAC?)
179008     | 0x5768000    | 7.62     | DATA (R-DAC?)
179016     | 0x5769000    | 7.57     | DATA (R-DAC?)
179024     | 0x576a000    | 7.53     | DATA (R-DAC?)
179032     | 0x576b000    | 7.55     | DATA (R-DAC?)
179040     | 0x576c000    | 7.47     | DATA (R-DAC?)
179048     | 0x576d000    | 7.54     | DATA (R-DAC?)
179056     | 0x576e000    | 7.52     | DATA (R-DAC?)
179064     | 0x576f000    | 7.54     | DATA (R-DAC?)
179072     | 0x5770000    | 7.46     | DATA (R-DAC?)
179080     | 0x5771000    | 7.54     | DATA (R-DAC?)
179088     | 0x5772000    | 7.57     | DATA (R-DAC?)
179096     | 0x5773000    | 7.51     | DATA (R-DAC?)
179104     | 0x5774000    | 7.32     | DATA (R-DAC?)
179112     | 0x5775000    | 7.31     | DATA (R-DAC?)
179120     | 0x5776000    | 7.40     | DATA (R-DAC?)
179128     | 0x5777000    | 7.38     | DATA (R-DAC?)
179136     | 0x5778000    | 7.27     | DATA (R-DAC?)
179144     | 0x5779000    | 7.00     | Metadata/Table
179152     | 0x577a000    | 6.98     | Metadata/Table
179160     | 0x577b000    | 7.03     | Metadata/Table
179168     | 0x577c000    | 7.05     | Metadata/Table
179176     | 0x577d000    | 6.89     | Metadata/Table
179184     | 0x577e000    | 6.68     | Metadata/Table
179192     | 0x577f000    | 6.59     | Metadata/Table
179200     | 0x5780000    | 6.53     | Metadata/Table
179208     | 0x5781000    | 6.60     | Metadata/Table
179216     | 0x5782000    | 6.50     | Metadata/Table
179224     | 0x5783000    | 6.37     | Metadata/Table
179232     | 0x5784000    | 6.28     | Metadata/Table
179240     | 0x5785000    | 5.75     | Metadata/Table
179248     | 0x5786000    | 5.73     | Metadata/Table
179256     | 0x5787000    | 5.73     | Metadata/Table
179264     | 0x5788000    | 5.66     | Metadata/Table
179272     | 0x5789000    | 5.17     | Metadata/Table
179280     | 0x578a000    | 4.61     | Metadata/Table
179288     | 0x578b000    | 4.52     | Metadata/Table
179296     | 0x578c000    | 4.45     | Metadata/Table
179304     | 0x578d000    | 4.29     | Metadata/Table
179312     | 0x578e000    | 4.24     | Metadata/Table
179320     | 0x578f000    | 4.26     | Metadata/Table
179328     | 0x5790000    | 4.31     | Metadata/Table
179336     | 0x5791000    | 4.21     | Metadata/Table
179344     | 0x5792000    | 3.94     | Empty/Padding
179352     | 0x5793000    | 3.96     | Empty/Padding
179360     | 0x5794000    | 3.94     | Empty/Padding
179368     | 0x5795000    | 2.76     | Empty/Padding
179408     | 0x579a000    | 5.71     | Metadata/Table
179416     | 0x579b000    | 7.68     | DATA (R-DAC?)
179424     | 0x579c000    | 7.70     | DATA (R-DAC?)
179432     | 0x579d000    | 7.54     | DATA (R-DAC?)
179440     | 0x579e000    | 7.68     | DATA (R-DAC?)
179448     | 0x579f000    | 7.69     | DATA (R-DAC?)
179456     | 0x57a0000    | 7.01     | Metadata/Table
179464     | 0x57a1000    | 7.69     | DATA (R-DAC?)
179472     | 0x57a2000    | 7.68     | DATA (R-DAC?)
179480     | 0x57a3000    | 7.56     | DATA (R-DAC?)
179488     | 0x57a4000    | 7.67     | DATA (R-DAC?)
179496     | 0x57a5000    | 6.90     | Metadata/Table
179504     | 0x57a6000    | 6.75     | Metadata/Table
179512     | 0x57a7000    | 7.69     | DATA (R-DAC?)
179520     | 0x57a8000    | 7.70     | DATA (R-DAC?)
179528     | 0x57a9000    | 7.55     | DATA (R-DAC?)
179536     | 0x57aa000    | 7.68     | DATA (R-DAC?)
179544     | 0x57ab000    | 7.68     | DATA (R-DAC?)
179552     | 0x57ac000    | 7.60     | DATA (R-DAC?)
179560     | 0x57ad000    | 7.57     | DATA (R-DAC?)
179568     | 0x57ae000    | 7.53     | DATA (R-DAC?)
179576     | 0x57af000    | 7.51     | DATA (R-DAC?)
179584     | 0x57b0000    | 7.61     | DATA (R-DAC?)
179592     | 0x57b1000    | 7.53     | DATA (R-DAC?)
179600     | 0x57b2000    | 7.76     | DATA (R-DAC?)
179608     | 0x57b3000    | 7.70     | DATA (R-DAC?)
179616     | 0x57b4000    | 7.70     | DATA (R-DAC?)
179624     | 0x57b5000    | 7.56     | DATA (R-DAC?)
179632     | 0x57b6000    | 7.67     | DATA (R-DAC?)
179640     | 0x57b7000    | 7.69     | DATA (R-DAC?)
179648     | 0x57b8000    | 7.05     | Metadata/Table
179656     | 0x57b9000    | 7.69     | DATA (R-DAC?)
179664     | 0x57ba000    | 7.69     | DATA (R-DAC?)
179672     | 0x57bb000    | 7.56     | DATA (R-DAC?)
179680     | 0x57bc000    | 7.67     | DATA (R-DAC?)
179688     | 0x57bd000    | 7.68     | DATA (R-DAC?)
179696     | 0x57be000    | 6.84     | Metadata/Table
179704     | 0x57bf000    | 7.69     | DATA (R-DAC?)
179712     | 0x57c0000    | 7.69     | DATA (R-DAC?)
179720     | 0x57c1000    | 7.56     | DATA (R-DAC?)
179728     | 0x57c2000    | 7.66     | DATA (R-DAC?)
179736     | 0x57c3000    | 7.68     | DATA (R-DAC?)
179744     | 0x57c4000    | 7.59     | DATA (R-DAC?)
179752     | 0x57c5000    | 7.60     | DATA (R-DAC?)
179760     | 0x57c6000    | 7.53     | DATA (R-DAC?)
179768     | 0x57c7000    | 7.53     | DATA (R-DAC?)
179776     | 0x57c8000    | 7.58     | DATA (R-DAC?)
179784     | 0x57c9000    | 7.17     | Metadata/Table
179792     | 0x57ca000    | 7.16     | Metadata/Table
179800     | 0x57cb000    | 7.69     | DATA (R-DAC?)
179808     | 0x57cc000    | 7.70     | DATA (R-DAC?)
179816     | 0x57cd000    | 7.56     | DATA (R-DAC?)
179824     | 0x57ce000    | 7.66     | DATA (R-DAC?)
179832     | 0x57cf000    | 7.42     | DATA (R-DAC?)
179840     | 0x57d0000    | 6.75     | Metadata/Table
179848     | 0x57d1000    | 7.68     | DATA (R-DAC?)
179856     | 0x57d2000    | 7.69     | DATA (R-DAC?)
179864     | 0x57d3000    | 7.57     | DATA (R-DAC?)
179872     | 0x57d4000    | 7.67     | DATA (R-DAC?)
179880     | 0x57d5000    | 7.18     | Metadata/Table
179888     | 0x57d6000    | 6.77     | Metadata/Table
179896     | 0x57d7000    | 7.69     | DATA (R-DAC?)
179904     | 0x57d8000    | 7.70     | DATA (R-DAC?)
179912     | 0x57d9000    | 7.59     | DATA (R-DAC?)
179920     | 0x57da000    | 7.63     | DATA (R-DAC?)
179928     | 0x57db000    | 7.57     | DATA (R-DAC?)
179936     | 0x57dc000    | 7.51     | DATA (R-DAC?)
179944     | 0x57dd000    | 7.61     | DATA (R-DAC?)
179952     | 0x57de000    | 7.53     | DATA (R-DAC?)
179960     | 0x57df000    | 7.69     | DATA (R-DAC?)
179968     | 0x57e0000    | 7.68     | DATA (R-DAC?)
179976     | 0x57e1000    | 7.49     | DATA (R-DAC?)
179984     | 0x57e2000    | 6.75     | Metadata/Table
179992     | 0x57e3000    | 7.70     | DATA (R-DAC?)
180000     | 0x57e4000    | 7.69     | DATA (R-DAC?)
180008     | 0x57e5000    | 7.55     | DATA (R-DAC?)
180016     | 0x57e6000    | 7.67     | DATA (R-DAC?)
180024     | 0x57e7000    | 7.69     | DATA (R-DAC?)
180032     | 0x57e8000    | 7.67     | DATA (R-DAC?)
180040     | 0x57e9000    | 7.69     | DATA (R-DAC?)
180048     | 0x57ea000    | 7.70     | DATA (R-DAC?)
180056     | 0x57eb000    | 7.56     | DATA (R-DAC?)
180064     | 0x57ec000    | 7.67     | DATA (R-DAC?)
180072     | 0x57ed000    | 7.68     | DATA (R-DAC?)
180080     | 0x57ee000    | 7.65     | DATA (R-DAC?)
180088     | 0x57ef000    | 7.69     | DATA (R-DAC?)
180096     | 0x57f0000    | 7.69     | DATA (R-DAC?)
180104     | 0x57f1000    | 7.55     | DATA (R-DAC?)
180112     | 0x57f2000    | 7.67     | DATA (R-DAC?)
180120     | 0x57f3000    | 7.69     | DATA (R-DAC?)
180128     | 0x57f4000    | 7.59     | DATA (R-DAC?)
180136     | 0x57f5000    | 7.59     | DATA (R-DAC?)
180144     | 0x57f6000    | 7.54     | DATA (R-DAC?)
180152     | 0x57f7000    | 7.53     | DATA (R-DAC?)
180160     | 0x57f8000    | 7.59     | DATA (R-DAC?)
180168     | 0x57f9000    | 7.17     | Metadata/Table
180176     | 0x57fa000    | 4.28     | Metadata/Table
180184     | 0x57fb000    | 4.22     | Metadata/Table
180192     | 0x57fc000    | 4.20     | Metadata/Table
180200     | 0x57fd000    | 4.19     | Metadata/Table
180208     | 0x57fe000    | 4.15     | Metadata/Table
180216     | 0x57ff000    | 4.20     | Metadata/Table
180224     | 0x5800000    | 4.16     | Metadata/Table
180232     | 0x5801000    | 4.12     | Metadata/Table
180240     | 0x5802000    | 4.21     | Metadata/Table
180248     | 0x5803000    | 4.16     | Metadata/Table
180256     | 0x5804000    | 4.15     | Metadata/Table
180264     | 0x5805000    | 4.25     | Metadata/Table
180272     | 0x5806000    | 4.12     | Metadata/Table
180280     | 0x5807000    | 4.22     | Metadata/Table
180288     | 0x5808000    | 4.18     | Metadata/Table
180296     | 0x5809000    | 4.11     | Metadata/Table
180304     | 0x580a000    | 4.15     | Metadata/Table
180312     | 0x580b000    | 4.12     | Metadata/Table
180368     | 0x5812000    | 5.19     | Metadata/Table
180376     | 0x5813000    | 7.18     | Metadata/Table
180384     | 0x5814000    | 7.15     | Metadata/Table
180392     | 0x5815000    | 7.17     | Metadata/Table
180400     | 0x5816000    | 7.78     | DATA (R-DAC?)
180408     | 0x5817000    | 7.67     | DATA (R-DAC?)
180416     | 0x5818000    | 7.78     | DATA (R-DAC?)
180424     | 0x5819000    | 7.76     | DATA (R-DAC?)
180432     | 0x581a000    | 7.73     | DATA (R-DAC?)
180440     | 0x581b000    | 7.78     | DATA (R-DAC?)
180448     | 0x581c000    | 7.70     | DATA (R-DAC?)
180456     | 0x581d000    | 7.77     | DATA (R-DAC?)
180464     | 0x581e000    | 7.77     | DATA (R-DAC?)
180472     | 0x581f000    | 7.77     | DATA (R-DAC?)
180480     | 0x5820000    | 7.75     | DATA (R-DAC?)
180488     | 0x5821000    | 7.68     | DATA (R-DAC?)
180496     | 0x5822000    | 7.76     | DATA (R-DAC?)
180504     | 0x5823000    | 7.68     | DATA (R-DAC?)
180512     | 0x5824000    | 7.79     | DATA (R-DAC?)
180520     | 0x5825000    | 7.74     | DATA (R-DAC?)
180528     | 0x5826000    | 7.76     | DATA (R-DAC?)
180536     | 0x5827000    | 7.80     | DATA (R-DAC?)
180544     | 0x5828000    | 7.68     | DATA (R-DAC?)
180552     | 0x5829000    | 7.79     | DATA (R-DAC?)
180560     | 0x582a000    | 7.72     | DATA (R-DAC?)
180568     | 0x582b000    | 7.73     | DATA (R-DAC?)
180576     | 0x582c000    | 7.76     | DATA (R-DAC?)
180584     | 0x582d000    | 7.75     | DATA (R-DAC?)
180592     | 0x582e000    | 7.75     | DATA (R-DAC?)
180600     | 0x582f000    | 7.68     | DATA (R-DAC?)
180608     | 0x5830000    | 7.62     | DATA (R-DAC?)
180616     | 0x5831000    | 7.63     | DATA (R-DAC?)
180624     | 0x5832000    | 7.73     | DATA (R-DAC?)
180632     | 0x5833000    | 7.75     | DATA (R-DAC?)
180640     | 0x5834000    | 7.69     | DATA (R-DAC?)
180648     | 0x5835000    | 7.80     | DATA (R-DAC?)
180656     | 0x5836000    | 7.72     | DATA (R-DAC?)
180664     | 0x5837000    | 2.94     | Empty/Padding
180688     | 0x583a000    | 5.75     | Metadata/Table
180696     | 0x583b000    | 7.81     | DATA (R-DAC?)
180704     | 0x583c000    | 7.84     | DATA (R-DAC?)
180712     | 0x583d000    | 7.79     | DATA (R-DAC?)
180720     | 0x583e000    | 7.77     | DATA (R-DAC?)
180728     | 0x583f000    | 7.77     | DATA (R-DAC?)
180736     | 0x5840000    | 7.78     | DATA (R-DAC?)
180744     | 0x5841000    | 7.79     | DATA (R-DAC?)
180752     | 0x5842000    | 7.78     | DATA (R-DAC?)
180760     | 0x5843000    | 7.80     | DATA (R-DAC?)
180768     | 0x5844000    | 7.77     | DATA (R-DAC?)
180776     | 0x5845000    | 7.77     | DATA (R-DAC?)
180784     | 0x5846000    | 7.80     | DATA (R-DAC?)
180792     | 0x5847000    | 7.81     | DATA (R-DAC?)
180800     | 0x5848000    | 7.82     | DATA (R-DAC?)
180808     | 0x5849000    | 7.82     | DATA (R-DAC?)
180816     | 0x584a000    | 7.81     | DATA (R-DAC?)
180824     | 0x584b000    | 7.81     | DATA (R-DAC?)
180832     | 0x584c000    | 7.75     | DATA (R-DAC?)
180840     | 0x584d000    | 7.80     | DATA (R-DAC?)
180848     | 0x584e000    | 7.80     | DATA (R-DAC?)
180856     | 0x584f000    | 7.79     | DATA (R-DAC?)
180864     | 0x5850000    | 7.80     | DATA (R-DAC?)
180872     | 0x5851000    | 7.82     | DATA (R-DAC?)
180880     | 0x5852000    | 7.83     | DATA (R-DAC?)
180888     | 0x5853000    | 7.79     | DATA (R-DAC?)
180896     | 0x5854000    | 7.83     | DATA (R-DAC?)
180904     | 0x5855000    | 7.82     | DATA (R-DAC?)
180912     | 0x5856000    | 7.77     | DATA (R-DAC?)
180920     | 0x5857000    | 7.82     | DATA (R-DAC?)
180928     | 0x5858000    | 7.83     | DATA (R-DAC?)
180936     | 0x5859000    | 7.82     | DATA (R-DAC?)
180944     | 0x585a000    | 7.78     | DATA (R-DAC?)
180952     | 0x585b000    | 7.82     | DATA (R-DAC?)
180960     | 0x585c000    | 7.77     | DATA (R-DAC?)
180968     | 0x585d000    | 7.79     | DATA (R-DAC?)
180976     | 0x585e000    | 7.81     | DATA (R-DAC?)
180984     | 0x585f000    | 7.78     | DATA (R-DAC?)
180992     | 0x5860000    | 7.81     | DATA (R-DAC?)
181000     | 0x5861000    | 7.80     | DATA (R-DAC?)
181008     | 0x5862000    | 7.82     | DATA (R-DAC?)
181016     | 0x5863000    | 7.81     | DATA (R-DAC?)
181024     | 0x5864000    | 7.76     | DATA (R-DAC?)
181032     | 0x5865000    | 7.82     | DATA (R-DAC?)
181040     | 0x5866000    | 7.78     | DATA (R-DAC?)
181048     | 0x5867000    | 7.80     | DATA (R-DAC?)
181056     | 0x5868000    | 7.81     | DATA (R-DAC?)
181064     | 0x5869000    | 7.78     | DATA (R-DAC?)
181072     | 0x586a000    | 7.75     | DATA (R-DAC?)
181080     | 0x586b000    | 7.60     | DATA (R-DAC?)
181088     | 0x586c000    | 7.53     | DATA (R-DAC?)
181096     | 0x586d000    | 7.33     | DATA (R-DAC?)
181104     | 0x586e000    | 7.69     | DATA (R-DAC?)
181112     | 0x586f000    | 7.69     | DATA (R-DAC?)
181120     | 0x5870000    | 7.72     | DATA (R-DAC?)
181128     | 0x5871000    | 7.66     | DATA (R-DAC?)
181136     | 0x5872000    | 7.61     | DATA (R-DAC?)
181144     | 0x5873000    | 7.60     | DATA (R-DAC?)
181152     | 0x5874000    | 7.67     | DATA (R-DAC?)
181160     | 0x5875000    | 7.58     | DATA (R-DAC?)
181168     | 0x5876000    | 7.66     | DATA (R-DAC?)
181176     | 0x5877000    | 7.70     | DATA (R-DAC?)
181184     | 0x5878000    | 7.70     | DATA (R-DAC?)
181192     | 0x5879000    | 7.73     | DATA (R-DAC?)
181200     | 0x587a000    | 7.60     | DATA (R-DAC?)
181208     | 0x587b000    | 7.78     | DATA (R-DAC?)
181216     | 0x587c000    | 7.82     | DATA (R-DAC?)
181224     | 0x587d000    | 7.72     | DATA (R-DAC?)
181232     | 0x587e000    | 7.77     | DATA (R-DAC?)
181240     | 0x587f000    | 7.74     | DATA (R-DAC?)
181248     | 0x5880000    | 7.72     | DATA (R-DAC?)
181256     | 0x5881000    | 7.70     | DATA (R-DAC?)
181264     | 0x5882000    | 7.73     | DATA (R-DAC?)
181272     | 0x5883000    | 7.69     | DATA (R-DAC?)
181280     | 0x5884000    | 7.67     | DATA (R-DAC?)
181288     | 0x5885000    | 7.54     | DATA (R-DAC?)
181296     | 0x5886000    | 7.42     | DATA (R-DAC?)
181304     | 0x5887000    | 7.19     | Metadata/Table
181312     | 0x5888000    | 7.06     | Metadata/Table
181320     | 0x5889000    | 6.81     | Metadata/Table
181328     | 0x588a000    | 7.55     | DATA (R-DAC?)
181336     | 0x588b000    | 7.78     | DATA (R-DAC?)
181344     | 0x588c000    | 7.82     | DATA (R-DAC?)
181352     | 0x588d000    | 7.75     | DATA (R-DAC?)
181360     | 0x588e000    | 7.80     | DATA (R-DAC?)
181368     | 0x588f000    | 7.78     | DATA (R-DAC?)
181376     | 0x5890000    | 7.73     | DATA (R-DAC?)
181384     | 0x5891000    | 7.83     | DATA (R-DAC?)
181392     | 0x5892000    | 7.78     | DATA (R-DAC?)
181400     | 0x5893000    | 7.78     | DATA (R-DAC?)
181408     | 0x5894000    | 7.81     | DATA (R-DAC?)
181416     | 0x5895000    | 7.74     | DATA (R-DAC?)
181424     | 0x5896000    | 7.79     | DATA (R-DAC?)
181432     | 0x5897000    | 7.79     | DATA (R-DAC?)
181440     | 0x5898000    | 7.73     | DATA (R-DAC?)
181448     | 0x5899000    | 7.80     | DATA (R-DAC?)
181456     | 0x589a000    | 7.85     | DATA (R-DAC?)
181464     | 0x589b000    | 7.76     | DATA (R-DAC?)
181472     | 0x589c000    | 7.79     | DATA (R-DAC?)
181480     | 0x589d000    | 7.83     | DATA (R-DAC?)
181488     | 0x589e000    | 7.74     | DATA (R-DAC?)
181496     | 0x589f000    | 7.78     | DATA (R-DAC?)
181504     | 0x58a0000    | 7.82     | DATA (R-DAC?)
181512     | 0x58a1000    | 7.76     | DATA (R-DAC?)
181520     | 0x58a2000    | 7.86     | DATA (R-DAC?)
181528     | 0x58a3000    | 7.76     | DATA (R-DAC?)
181536     | 0x58a4000    | 7.77     | DATA (R-DAC?)
181544     | 0x58a5000    | 7.85     | DATA (R-DAC?)
181552     | 0x58a6000    | 7.76     | DATA (R-DAC?)
181560     | 0x58a7000    | 7.80     | DATA (R-DAC?)
181568     | 0x58a8000    | 7.78     | DATA (R-DAC?)
181576     | 0x58a9000    | 7.79     | DATA (R-DAC?)
181584     | 0x58aa000    | 7.76     | DATA (R-DAC?)
181592     | 0x58ab000    | 7.76     | DATA (R-DAC?)
181600     | 0x58ac000    | 7.78     | DATA (R-DAC?)
181608     | 0x58ad000    | 7.73     | DATA (R-DAC?)
181616     | 0x58ae000    | 7.64     | DATA (R-DAC?)
181624     | 0x58af000    | 7.76     | DATA (R-DAC?)
181632     | 0x58b0000    | 7.78     | DATA (R-DAC?)
181640     | 0x58b1000    | 7.78     | DATA (R-DAC?)
181648     | 0x58b2000    | 7.74     | DATA (R-DAC?)
181656     | 0x58b3000    | 7.72     | DATA (R-DAC?)
